true;3,1482925;0,10494308
true;-184,55121;-0,230689
true;75,55896;0,104943
true;-166,09613;-0,23068906
true;-1614,8232;-0,23068903
true;83,95441;0,10494301
true;-166,09613;-0,23068906
true;-166,09613;-0,23068906
true;-166,09613;-0,23068906
true;75,55896;0,104943
true;3,1482925;0,10494308
true;-6,9206715;-0,23068905
true;-1614,8232;-0,23068903
true;-184,55121;-0,230689
true;-184,55121;-0,230689
true;75,55896;0,104943
true;-6,9206715;-0,23068905
true;83,95441;0,10494301
true;-6,9206715;-0,23068905
true;-166,09613;-0,23068906
true;734,60156;0,10494308
true;-1614,8232;-0,23068903
true;-6,9206715;-0,23068905
true;75,55896;0,104943
true;83,95441;0,10494301
true;-1614,8232;-0,23068903
true;-1614,8232;-0,23068903
true;-184,55121;-0,230689
true;-184,55121;-0,230689
true;734,60156;0,10494308
true;83,95441;0,10494301
true;734,60156;0,10494308
true;-1614,8232;-0,23068903
true;-6,9206715;-0,23068905
true;-184,55121;-0,230689
true;83,95441;0,10494301
true;83,95441;0,10494301
true;734,60156;0,10494308
true;-166,09613;-0,23068906
true;-6,9206715;-0,23068905
true;75,55896;0,104943
true;-166,09613;-0,23068906
true;-184,55121;-0,230689
true;75,55896;0,104943
true;83,95441;0,10494301
true;-184,55121;-0,230689
true;75,55896;0,104943
true;-166,09613;-0,23068906
true;-184,55121;-0,230689
true;-184,55121;-0,230689
true;-1614,8232;-0,23068903
true;734,60156;0,10494308
true;734,60156;0,10494308
true;-1614,8232;-0,23068903
true;3,1482925;0,10494308
true;83,95441;0,10494301
true;-166,09613;-0,23068906
true;83,95441;0,10494301
true;3,1482925;0,10494308
true;-184,55121;-0,230689
true;83,95441;0,10494301
true;-184,55121;-0,230689
true;-6,9206715;-0,23068905
true;3,1482925;0,10494308
true;-6,9206715;-0,23068905
true;-1614,8232;-0,23068903
true;83,95441;0,10494301
true;-184,55121;-0,230689
true;734,60156;0,10494308
true;-166,09613;-0,23068906
true;75,55896;0,104943
true;-6,9206715;-0,23068905
true;-184,55121;-0,230689
true;75,55896;0,104943
true;734,60156;0,10494308
true;-6,9206715;-0,23068905
true;-184,55121;-0,230689
true;-1614,8232;-0,23068903
true;734,60156;0,10494308
true;-6,9206715;-0,23068905
true;-166,09613;-0,23068906
true;83,95441;0,10494301
true;3,1482925;0,10494308
true;-6,9206715;-0,23068905
true;-184,55121;-0,230689
true;-1614,8232;-0,23068903
true;3,1482925;0,10494308
true;-184,55121;-0,230689
true;-184,55121;-0,230689
true;-6,9206715;-0,23068905
true;-184,55121;-0,230689
true;-1614,8232;-0,23068903
true;75,55896;0,104943
true;-184,55121;-0,230689
true;3,1482925;0,10494308
true;-1614,8232;-0,23068903
true;-1614,8232;-0,23068903
true;-1614,8232;-0,23068903
true;75,55896;0,104943
true;75,55896;0,104943
true;-166,09613;-0,23068906
true;3,1482925;0,10494308
true;-184,55121;-0,230689
true;75,55896;0,104943
true;83,95441;0,10494301
true;734,60156;0,10494308
true;75,55896;0,104943
true;-184,55121;-0,230689
true;83,95441;0,10494301
true;3,1482925;0,10494308
true;-184,55121;-0,230689
true;83,95441;0,10494301
true;3,1482925;0,10494308
true;83,95441;0,10494301
true;3,1482925;0,10494308
true;3,1482925;0,10494308
true;3,1482925;0,10494308
true;3,1482925;0,10494308
true;75,55896;0,104943
true;75,55896;0,104943
true;-184,55121;-0,230689
true;734,60156;0,10494308
true;-6,9206715;-0,23068905
true;-166,09613;-0,23068906
true;-184,55121;-0,230689
true;83,95441;0,10494301
true;-6,9206715;-0,23068905
true;-184,55121;-0,230689
true;-166,09613;-0,23068906
true;734,60156;0,10494308
true;-184,55121;-0,230689
true;83,95441;0,10494301
true;-184,55121;-0,230689
true;-6,9206715;-0,23068905
true;75,55896;0,104943
true;3,1482925;0,10494308
true;75,55896;0,104943
true;-1614,8232;-0,23068903
true;75,55896;0,104943
true;-184,55121;-0,230689
true;-1614,8232;-0,23068903
true;-6,9206715;-0,23068905
true;-6,9206715;-0,23068905
true;-6,9206715;-0,23068905
true;-184,55121;-0,230689
true;-166,09613;-0,23068906
true;-166,09613;-0,23068906
true;75,55896;0,104943
true;-6,9206715;-0,23068905
true;75,55896;0,104943
