720,0;true;74,073364;0,10287967
7000,0;true;348,45508;0,049779296
720,0;true;20,662598;0,028698053
30,0;true;0,6400242;0,02133414
720,0;true;37,751404;0,052432504
30,0;true;1,4457436;0,04819145
720,0;true;66,31061;0,092098065
720,0;true;51,51892;0,07155406
800,0;true;82,30371;0,102879636
30,0;true;0,83164406;0,027721468
800,0;true;75,80646;0,09475807
720,0;true;49,78247;0,06914232
7000,0;true;640,43164;0,09149023
30,0;true;1,1316319;0,03772106
30,0;true;2,9803467;0,09934489
7000,0;true;764,79004;0,109255716
720,0;true;60,006104;0,08334181
30,0;true;0,3293686;0,010978953
720,0;true;36,711548;0,05098826
800,0;true;84,95642;0,106195524
7000,0;true;592,041;0,084577285
720,0;true;19,959473;0,02772149
30,0;true;1,4745407;0,049151357
720,0;true;35,49176;0,04929411
800,0;true;27,702515;0,03462814
30,0;true;2,9548874;0,09849624
30,0;true;2,530159;0,084338635
720,0;true;19,959473;0,02772149
7000,0;true;197,39893;0,028199846
800,0;true;47,016052;0,058770064
7000,0;true;747,8252;0,10683217
800,0;true;37,71698;0,047146223
800,0;true;85,46649;0,106833115
7000,0;true;629,5547;0,08993638
800,0;true;38,480774;0,048100967
720,0;true;4,5585327;0,0063312952
7000,0;true;84,53467;0,012076382
7000,0;true;207,48438;0,029640624
720,0;true;27,4505;0,038125694
800,0;true;87,40454;0,10925568
800,0;true;65,233154;0,08154144
800,0;true;36,07019;0,04508774
800,0;true;85,46649;0,106833115
720,0;true;74,073364;0,10287967
800,0;true;12,8845215;0,016105652
800,0;true;67,03955;0,08379944
800,0;true;90,920166;0,11365021
800,0;true;30,54242;0,038178023
800,0;true;61,744568;0,07718071
800,0;true;19,066467;0,023833085
30,0;true;3,509983;0,11699943
7000,0;true;587,16016;0,08388002
30,0;true;1,0381241;0,034604136
7000,0;true;326,43604;0,04663372
800,0;true;5,8307495;0,007288437
800,0;true;67,602234;0,084502794
720,0;true;19,959473;0,02772149
720,0;true;76,91986;0,10683314
7000,0;true;479,4048;0,0684864
7000,0;true;316,31543;0,04518792
7000,0;true;764,79004;0,109255716
30,0;true;2,2263641;0,07421214
800,0;true;38,542175;0,04817772
30,0;true;3,1702995;0,10567665
800,0;true;51,59906;0,06449883
30,0;true;0,48317146;0,016105715
720,0;true;59,33069;0,082403734
800,0;true;89,6203;0,11202537
30,0;true;3,4948578;0,11649526
720,0;true;24,284485;0,03372845
30,0;true;0,6243763;0,020812543
800,0;true;91,045654;0,11380707
800,0;true;31,444763;0,039305955
800,0;true;61,443848;0,07680481
7000,0;true;110,961426;0,015851632
7000,0;true;3,7802734;5,4003904E-4
7000,0;true;308,0293;0,044004187
7000,0;true;335,354;0,047907714
30,0;true;2,579647;0,08598824
720,0;true;78,66412;0,10925572
720,0;true;19,959473;0,02772149
7000,0;true;764,79004;0,109255716
7000,0;true;3,817871;5,4541015E-4
720,0;true;18,237366;0,025329676
7000,0;true;610,0825;0,08715465
800,0;true;47,749084;0,059686355
800,0;true;41,38031;0,051725388
720,0;true;67,882935;0,09428185
800,0;true;82,30371;0,102879636
30,0;true;2,4178696;0,08059565
30,0;true;3,2049942;0,10683314
7000,0;true;112,10986;0,016015695
800,0;true;11,069824;0,013837281
7000,0;true;242,39795;0,03462828
7000,0;true;194,0498;0,027721401
7000,0;true;720,1577;0,10287967
30,0;true;2,306942;0,07689807
30,0;true;2,1889038;0,07296346
7000,0;true;291,52686;0,041646693
7000,0;true;720,1577;0,10287967
800,0;true;27,558105;0,034447633
7000,0;true;194,0498;0,027721401
7000,0;true;526,11816;0,075159736
800,0;true;51,183105;0,06397888
720,0;true;32,735474;0,045465935
30,0;true;0,83164406;0,027721468
30,0;true;2,2906532;0,07635511
720,0;true;70,3186;0,09766473
720,0;true;23,655884;0,032855395
800,0;true;46,354126;0,05794266
720,0;true;61,214294;0,08501986
7000,0;true;232,65527;0,033236466
30,0;true;3,0703278;0,10234426
720,0;true;76,91986;0,10683314
800,0;true;112,52435;0,14065544
800,0;true;30,247864;0,03780983
720,0;true;31,045105;0,0431182
720,0;true;19,959473;0,02772149
800,0;true;37,498657;0,04687332
7000,0;true;223,52588;0,03193227
800,0;true;78,37463;0,097968295
30,0;true;0,8089199;0,026963998
720,0;true;45,656067;0,063411206
7000,0;true;194,0498;0,027721401
7000,0;true;444,70605;0,06352944
720,0;true;78,66412;0,10925572
30,0;true;2,1127548;0,07042516
800,0;true;22,177185;0,027721481
7000,0;true;327,65283;0,046807546
30,0;true;2,7980614;0,093268715
7000,0;true;308,8369;0,04411956
30,0;true;3,0863876;0,10287959
800,0;true;12,8845215;0,016105652
7000,0;true;194,0498;0,027721401
800,0;true;82,28009;0,10285011
7000,0;true;745,92773;0,1065611
800,0;true;12,8845215;0,016105652
30,0;true;3,0863876;0,10287959
720,0;true;61,186462;0,084981196
30,0;true;3,6173897;0,12057965
720,0;true;64,32294;0,089337416
7000,0;true;306,76025;0,043822892
720,0;true;24,932373;0,034628294
800,0;true;77,50574;0,09688217
800,0;true;12,8845215;0,016105652
30,0;true;0,66319656;0,022106552
30,0;true;0,48317146;0,016105715
7000,0;true;194,0498;0,027721401
720,0;true;78,66412;0,10925572
800,0;true;96,430115;0,120537646
30,0;true;3,0863876;0,10287959
720,0;true;59,914856;0,08321508
30,0;true;2,418747;0,0806249
7000,0;true;720,1577;0,10287967
30,0;true;2,052246;0,068408206
800,0;true;77,80487;0,09725609
30,0;true;0,9480591;0,03160197
30,0;true;2,8070755;0,09356918
720,0;true;6,9779663;0,00969162
720,0;true;24,932373;0,034628294
30,0;true;1,8477173;0,061590575
7000,0;true;785,86523;0,11226646
7000,0;true;716,6572;0,102379605
7000,0;true;194,0498;0,027721401
7000,0;true;112,740234;0,016105747
720,0;true;56,692566;0,07873967
7000,0;true;580,9346;0,082990654
800,0;true;26,942871;0,033678588
720,0;true;24,932373;0,034628294
720,0;true;11,596069;0,016105652
7000,0;true;346,54834;0,049506906
30,0;true;2,2159271;0,07386424
7000,0;true;493,0039;0,07042913
7000,0;true;222,0874;0,03172677
720,0;true;17,227234;0,023926714
800,0;true;87,40454;0,10925568
30,0;true;3,560379;0,1186793
30,0;true;3,2049942;0,10683314
720,0;true;24,932373;0,034628294
800,0;true;85,46649;0,106833115
720,0;true;11,596069;0,016105652
720,0;true;21,838562;0,030331336
30,0;true;3,2049942;0,10683314
800,0;true;9,506348;0,011882935
800,0;true;37,720947;0,047151186
720,0;true;23,368408;0,032456122
30,0;true;3,691349;0,12304497
30,0;true;2,8868675;0,09622892
720,0;true;76,91986;0,10683314
7000,0;true;112,740234;0,016105747
800,0;true;41,964844;0,052456055
30,0;true;1,4729042;0,049096808
720,0;true;32,337463;0,044913143
720,0;true;48,56659;0,06745359
7000,0;true;764,79004;0,109255716
7000,0;true;105,52539;0,015075056
7000,0;true;673,54004;0,09622001
7000,0;true;523,1865;0,07474093
30,0;true;1,7786961;0,05928987
800,0;true;58,259216;0,07282402
720,0;true;24,932373;0,034628294
720,0;true;48,885254;0,06789619
30,0;true;1,3803387;0,046011288
800,0;true;85,46649;0,106833115
7000,0;true;25,492188;0,0036417411
7000,0;true;242,39795;0,03462828
30,0;true;0,48317146;0,016105715
30,0;true;3,165825;0,1055275
